OrderID,CustomerName,Region,Product,Quantity,UnitPrice,SalesDate,DeliveryDate,Discount
1025,Matthew Foster,East,Tablet,5,300,2024-02-18,2024-02-21,0.1
1026,Judy Baker,North,Mobile,4,400,2024-01-11,2024-01-15,0.0
1027,Justin Baker,West,Tablet,2,300,2024-02-02,2024-02-03,0.1
1028,Stephanie Ross,North,Laptop,3,850,2024-02-18,2024-02-20,0.0
1029,Zachary Hicks,West,Mobile,1,400,2024-01-08,2024-01-11,0.1
1030,Anthony Rodriguez,East,Laptop,2,850,2024-02-26,2024-03-02,0.0
1031,Rebecca Henderson,West,Tablet,4,300,2024-02-22,2024-02-23,0.05
1032,James Ferrell,North,Tablet,4,300,2024-03-01,2024-03-06,0.05
1033,Tricia Valencia,North,Tablet,5,300,2024-01-28,2024-01-30,0.05
1034,Nathan Maldonado,East,Mobile,3,400,2024-01-29,2024-02-03,0.15
1035,Debra Davidson,West,Laptop,2,850,2024-01-05,2024-01-08,0.0
1036,Jeffrey Chavez,West,Tablet,2,300,2024-01-01,2024-01-02,0.0
1037,Sherri Baker,West,Laptop,1,850,2024-02-25,2024-02-28,0.0
1038,Cassandra Gaines,South,Mobile,4,400,2024-01-14,2024-01-19,0.05
1039,Elizabeth Fowler,East,Laptop,4,850,2024-02-21,2024-02-25,0.05
1040,Brittany Farmer,South,Laptop,4,850,2024-01-23,2024-01-27,0.15
1041,Paula Moreno,East,Tablet,1,300,2024-02-13,2024-02-19,0.0
1042,Fred Smith,West,Mobile,3,400,2024-02-21,2024-02-28,0.0
1043,Sherry Decker,South,Laptop,2,850,2024-02-04,2024-02-08,0.05
1044,Anthony Humphrey,South,Laptop,3,850,2024-01-30,2024-02-01,0.0
1045,Angelica Tucker,East,Tablet,1,300,2024-01-04,2024-01-10,0.0
1046,Philip Cannon,West,Laptop,2,850,2024-01-27,2024-01-31,0.15
1047,John Pierce,South,Mobile,1,400,2024-01-11,2024-01-15,0.0
1048,Shane Henderson,West,Mobile,4,400,2024-01-19,2024-01-23,0.15
1049,Joshua Blair,North,Laptop,3,850,2024-01-14,2024-01-15,0.0
1050,Eric Carney,East,Laptop,1,850,2024-02-07,2024-02-11,0.05
1051,Jessica Holmes,East,Tablet,1,300,2024-02-24,2024-02-26,0.0
1052,Danny Morgan,East,Tablet,2,300,2024-01-26,2024-01-27,0.05
1053,Crystal Robinson,North,Tablet,1,300,2024-01-27,2024-02-02,0.1
1054,Mark Perez,West,Laptop,3,850,2024-01-16,2024-01-19,0.15
1055,Shannon Jones,East,Tablet,3,300,2024-01-30,2024-02-02,0.0
1056,Michael Lewis,West,Mobile,5,400,2024-02-06,2024-02-07,0.0
1057,Timothy Duncan,West,Tablet,3,300,2024-01-09,2024-01-12,0.0
1058,Richard Aguirre,East,Mobile,3,400,2024-01-11,2024-01-15,0.1
1059,Brent Jordan,West,Tablet,5,300,2024-01-20,2024-01-26,0.0
1060,John Daniel,North,Mobile,1,400,2024-02-26,2024-02-27,0.05
1061,Victoria Garcia,West,Mobile,5,400,2024-01-14,2024-01-20,0.1
1062,Gerald Hensley,East,Tablet,3,300,2024-02-02,2024-02-06,0.1
1063,Connor West,East,Laptop,4,850,2024-02-23,2024-02-26,0.0
1064,Donald Wright,South,Mobile,2,400,2024-02-10,2024-02-13,0.05
1065,Jessica Callahan,East,Tablet,4,300,2024-02-05,2024-02-06,0.0
1066,Amber Kidd,West,Tablet,2,300,2024-02-04,2024-02-05,0.1
1067,Tracy House,East,Mobile,2,400,2024-01-03,2024-01-06,0.1
1068,Carol Tucker,North,Mobile,2,400,2024-02-13,2024-02-15,0.0
1069,James Brown,West,Tablet,4,300,2024-02-09,2024-02-15,0.05
1070,William Baker,West,Laptop,2,850,2024-02-26,2024-03-01,0.0
1071,Jordan Henderson,North,Tablet,3,300,2024-02-20,2024-02-24,0.05
1072,Whitney Peters,South,Laptop,1,850,2024-01-25,2024-02-01,0.0
1073,Brittney Phillips,North,Laptop,2,850,2024-02-22,2024-02-26,0.1
1074,Lauren Daniels,South,Laptop,2,850,2024-01-02,2024-01-08,0.05
1075,Amy Silva,North,Mobile,3,400,2024-02-25,2024-02-26,0.1
1076,Sarah Moore,East,Tablet,5,300,2024-01-26,2024-02-01,0.1
1077,Angela Lopez,East,Laptop,3,850,2024-01-12,2024-01-17,0.1
1078,Megan Young,South,Laptop,5,850,2024-01-28,2024-01-31,0.1
1079,Steve Sanchez,North,Tablet,5,300,2024-01-08,2024-01-12,0.05
1080,Lisa Barnes,North,Laptop,4,850,2024-01-01,2024-01-06,0.05
1081,Kelly Donovan,North,Mobile,1,400,2024-03-01,2024-03-07,0.1
1082,Mike Allen,South,Tablet,1,300,2024-02-16,2024-02-19,0.1
1083,Michael Evans,West,Mobile,4,400,2024-02-14,2024-02-17,0.05
1084,Paul Jones,North,Mobile,4,400,2024-02-13,2024-02-19,0.05
1085,Zachary Ferrell,North,Mobile,5,400,2024-02-23,2024-02-24,0.1
1086,Daniel Baker,South,Laptop,4,850,2024-02-20,2024-02-25,0.1
1087,Shirley Suarez,West,Mobile,4,400,2024-02-13,2024-02-15,0.15
1088,Christopher Bass,East,Tablet,1,300,2024-01-19,2024-01-24,0.1
1089,Lisa Archer,West,Laptop,3,850,2024-01-15,2024-01-22,0.05
1090,Aimee Montoya,South,Laptop,1,850,2024-01-16,2024-01-20,0.0
1091,Matthew Mcmillan,South,Mobile,5,400,2024-01-13,2024-01-19,0.15
1092,Brian Rodriguez,East,Mobile,2,400,2024-01-10,2024-01-16,0.0
1093,Denise Jacobs,East,Mobile,2,400,2024-01-12,2024-01-19,0.15
1094,Christina Walters,South,Tablet,2,300,2024-02-28,2024-03-06,0.0
1095,John Whitehead,South,Laptop,4,850,2024-02-12,2024-02-17,0.1
1096,Anna Henderson,West,Tablet,5,300,2024-01-28,2024-02-04,0.15
1097,Aaron Wise,North,Tablet,4,300,2024-01-29,2024-02-01,0.05
1098,Deborah Figueroa,South,Tablet,4,300,2024-02-10,2024-02-12,0.1
1099,Jessica Smith,North,Laptop,3,850,2024-01-16,2024-01-19,0.1
1100,Stephen Mckee,South,Tablet,1,300,2024-01-09,2024-01-11,0.05
1101,Sandra Aguilar,South,Tablet,2,300,2024-02-15,2024-02-17,0.0
1102,Cameron Parker,East,Mobile,3,400,2024-02-04,2024-02-08,0.15
1103,Rebecca Valencia,South,Laptop,4,850,2024-01-25,2024-02-01,0.0
1104,Christine Wright,South,Mobile,1,400,2024-03-01,2024-03-04,0.1
1105,Richard Henson,South,Mobile,5,400,2024-02-17,2024-02-23,0.05
1106,Marc Moore,South,Laptop,3,850,2024-01-28,2024-02-01,0.0
1107,Sharon Cherry,West,Mobile,4,400,2024-02-16,2024-02-18,0.15
1108,Sierra Johnson,East,Tablet,5,300,2024-01-02,2024-01-06,0.0
1109,Evelyn Galvan,West,Tablet,4,300,2024-01-09,2024-01-16,0.15
1110,Sharon Cochran,South,Laptop,3,850,2024-01-25,2024-01-28,0.05
1111,Richard Rodriguez,South,Mobile,3,400,2024-02-18,2024-02-22,0.1
1112,Shannon Walker,North,Mobile,1,400,2024-01-31,2024-02-01,0.0
1113,Julia Torres,East,Laptop,1,850,2024-02-19,2024-02-25,0.0
1114,Crystal Johnson,West,Laptop,2,850,2024-02-23,2024-02-24,0.05
1115,Garrett Lin,South,Laptop,4,850,2024-02-12,2024-02-13,0.05
1116,Diana May,East,Tablet,3,300,2024-02-19,2024-02-22,0.05
1117,William Herrera,North,Laptop,3,850,2024-01-07,2024-01-12,0.0
1118,Ashley Waller,East,Tablet,4,300,2024-01-26,2024-02-01,0.05
1119,Victor Baker,East,Tablet,2,300,2024-01-07,2024-01-13,0.1
1120,Jeffrey Chandler,North,Tablet,1,300,2024-01-23,2024-01-28,0.15
1121,Larry Dixon,South,Laptop,5,850,2024-02-11,2024-02-14,0.0
1122,Kenneth Scott,West,Mobile,1,400,2024-01-28,2024-01-31,0.15
1123,April Frost,South,Mobile,2,400,2024-02-16,2024-02-21,0.1
1124,Michelle Harmon,North,Mobile,4,400,2024-02-22,2024-02-28,0.1
1125,Helen Jones,South,Laptop,1,850,2024-01-18,2024-01-22,0.05
1126,Erin Edwards,East,Tablet,5,300,2024-02-12,2024-02-16,0.1
1127,Michelle Evans,North,Mobile,3,400,2024-01-12,2024-01-16,0.05
1128,Jason Powell,East,Mobile,3,400,2024-01-18,2024-01-23,0.1
1129,Cameron Fisher,South,Tablet,2,300,2024-01-06,2024-01-08,0.15
1130,Megan Orr,South,Tablet,2,300,2024-02-14,2024-02-18,0.15
1131,Elizabeth Kelley,West,Laptop,1,850,2024-01-19,2024-01-21,0.15
1132,Dustin Jordan,South,Mobile,5,400,2024-01-24,2024-01-28,0.1
1133,Mary Marshall,North,Tablet,5,300,2024-01-22,2024-01-25,0.15
1134,Daniel Kennedy,North,Mobile,3,400,2024-01-15,2024-01-16,0.05
1135,Rebecca Jackson,West,Laptop,5,850,2024-03-01,2024-03-08,0.05
1136,Jose Schultz,East,Laptop,4,850,2024-01-18,2024-01-24,0.1
1137,Robert Potter,North,Laptop,3,850,2024-01-15,2024-01-18,0.05
1138,Courtney Gonzalez,East,Laptop,5,850,2024-01-09,2024-01-12,0.0
1139,David Alvarez,East,Tablet,3,300,2024-02-14,2024-02-16,0.15
1140,Angel Perry,South,Laptop,5,850,2024-01-19,2024-01-23,0.15
1141,Cheyenne Horton,East,Mobile,2,400,2024-01-04,2024-01-07,0.15
1142,David Douglas Jr.,West,Laptop,4,850,2024-02-01,2024-02-02,0.0
1143,Patricia Rodriguez,West,Laptop,5,850,2024-03-01,2024-03-04,0.0
1144,Christopher Rubio,South,Laptop,5,850,2024-02-18,2024-02-22,0.05
1145,Amber Wright,North,Mobile,4,400,2024-01-20,2024-01-27,0.15
1146,Joyce Solis,West,Tablet,5,300,2024-01-04,2024-01-09,0.0
1147,Victoria Larson,West,Tablet,2,300,2024-01-17,2024-01-23,0.0
1148,Stephanie Salazar,East,Laptop,2,850,2024-02-05,2024-02-06,0.05
1149,Kathy Rivas,North,Mobile,4,400,2024-02-14,2024-02-19,0.15
1150,Stephanie Manning,South,Laptop,2,850,2024-01-19,2024-01-25,0.1
1151,David Wright,South,Laptop,2,850,2024-02-29,2024-03-03,0.05
1152,Pamela Boyd,North,Laptop,5,850,2024-01-15,2024-01-21,0.05
1153,Denise Jones,North,Laptop,1,850,2024-01-04,2024-01-06,0.1
1154,Devon Flores,South,Mobile,1,400,2024-01-30,2024-02-05,0.1
1155,Brenda Hall,East,Mobile,5,400,2024-02-04,2024-02-08,0.15
1156,Michelle Brown,North,Tablet,1,300,2024-02-26,2024-03-01,0.1
1157,Joshua Perry,North,Laptop,1,850,2024-01-15,2024-01-21,0.0
1158,Jason Stein,South,Tablet,1,300,2024-02-18,2024-02-25,0.05
1159,Melissa Gates,South,Tablet,4,300,2024-02-28,2024-03-02,0.05
1160,Jamie Smith,South,Tablet,4,300,2024-01-06,2024-01-10,0.1
1161,Paul Castaneda,North,Mobile,3,400,2024-02-12,2024-02-13,0.05
1162,Jennifer Adkins,East,Mobile,4,400,2024-01-19,2024-01-25,0.15
1163,Lindsey Walker,East,Mobile,1,400,2024-01-21,2024-01-24,0.1
1164,Jeffrey Johnson,South,Mobile,5,400,2024-02-22,2024-02-23,0.15
1165,Michael Powell,South,Laptop,2,850,2024-02-03,2024-02-06,0.15
1166,John Anderson,North,Laptop,2,850,2024-01-18,2024-01-23,0.05
1167,Alyssa Long,West,Mobile,4,400,2024-01-08,2024-01-09,0.05
1168,Alyssa Day,East,Mobile,5,400,2024-01-01,2024-01-06,0.15
1169,Joel Williams,South,Laptop,1,850,2024-01-30,2024-01-31,0.05
1170,Daniel Murphy,South,Tablet,3,300,2024-02-02,2024-02-08,0.1
1171,Jamie Walton,South,Mobile,4,400,2024-01-16,2024-01-20,0.05
1172,Darlene Miller,East,Laptop,5,850,2024-02-02,2024-02-08,0.05
1173,Joshua Cooke,East,Mobile,4,400,2024-01-22,2024-01-29,0.1
1174,Matthew Harrington,West,Mobile,3,400,2024-02-23,2024-02-28,0.15
1175,Nicole Herring,South,Mobile,5,400,2024-01-31,2024-02-03,0.1
1176,Alex Hernandez,South,Mobile,3,400,2024-02-25,2024-02-27,0.05
1177,Michael Elliott,South,Laptop,4,850,2024-01-03,2024-01-06,0.15
1178,Michael Wang,North,Mobile,2,400,2024-02-01,2024-02-02,0.05
1179,Lawrence Adkins,East,Laptop,4,850,2024-01-07,2024-01-12,0.15
1180,Robert Oconnell,East,Tablet,2,300,2024-01-27,2024-02-03,0.05
1181,Alexander Collins,East,Mobile,3,400,2024-01-22,2024-01-27,0.15
1182,Tina Sanders,East,Mobile,5,400,2024-01-25,2024-01-28,0.15
1183,Angela Vaughn,West,Tablet,1,300,2024-01-16,2024-01-22,0.1
1184,Ashley Barton,South,Tablet,1,300,2024-01-28,2024-01-29,0.0
1185,Lindsay Martinez,North,Laptop,3,850,2024-02-27,2024-02-28,0.0
1186,Dr. Hannah Patterson,West,Laptop,3,850,2024-01-23,2024-01-26,0.15
1187,Jonathan Peterson,West,Laptop,5,850,2024-01-27,2024-02-01,0.05
1188,Samantha Garcia,West,Laptop,1,850,2024-02-09,2024-02-16,0.15
1189,Madison Poole,North,Mobile,5,400,2024-01-10,2024-01-12,0.15
1190,Jessica Gross,North,Mobile,3,400,2024-02-12,2024-02-13,0.15
1191,Debra Morton,North,Tablet,5,300,2024-01-11,2024-01-12,0.15
1192,Karen Graham,South,Tablet,3,300,2024-02-10,2024-02-14,0.1
1193,Debra Christian,East,Mobile,2,400,2024-01-25,2024-02-01,0.15
1194,Angelica Keith,North,Laptop,4,850,2024-02-06,2024-02-09,0.1
1195,John Bishop,South,Laptop,4,850,2024-01-18,2024-01-19,0.0
1196,Allen Rosales,West,Mobile,2,400,2024-02-08,2024-02-15,0.1
1197,Daniel Salinas,East,Tablet,2,300,2024-02-09,2024-02-12,0.05
1198,Spencer Haynes,East,Tablet,1,300,2024-01-20,2024-01-27,0.15
1199,Adam Vaughan,North,Tablet,3,300,2024-02-16,2024-02-18,0.0
1200,Nathan Freeman,North,Mobile,4,400,2024-01-12,2024-01-14,0.05
1201,Melissa Brewer,North,Tablet,5,300,2024-02-28,2024-03-02,0.05
1202,Ricky Davis II,East,Mobile,3,400,2024-02-17,2024-02-24,0.1
1203,Elizabeth Perkins,South,Mobile,1,400,2024-01-10,2024-01-17,0.05
1204,Joseph Coleman,East,Tablet,3,300,2024-01-06,2024-01-13,0.15
1205,Erin Warner,North,Mobile,5,400,2024-01-08,2024-01-12,0.1
1206,David Martinez,East,Tablet,4,300,2024-02-22,2024-02-28,0.1
1207,Bryan Herrera,West,Tablet,2,300,2024-01-31,2024-02-01,0.1
1208,Cathy Robinson,North,Tablet,1,300,2024-02-10,2024-02-17,0.15
1209,Dr. William Warren,East,Tablet,4,300,2024-01-08,2024-01-10,0.0
1210,Brian Lee,West,Mobile,4,400,2024-01-08,2024-01-09,0.05
1211,Christopher Smith,West,Mobile,4,400,2024-01-24,2024-01-30,0.15
1212,Denise Mccann,North,Mobile,1,400,2024-02-23,2024-02-27,0.15
1213,Melissa Martinez,West,Laptop,3,850,2024-01-14,2024-01-18,0.15
1214,Katherine Salas,East,Mobile,1,400,2024-02-13,2024-02-16,0.1
1215,Julie Alexander,East,Mobile,3,400,2024-01-13,2024-01-14,0.15
1216,Anthony Everett,East,Tablet,2,300,2024-02-11,2024-02-17,0.0
1217,Rodney Morales,East,Mobile,2,400,2024-01-09,2024-01-16,0.05
1218,Mark Brown,North,Tablet,2,300,2024-02-07,2024-02-09,0.05
1219,Justin Torres,West,Laptop,5,850,2024-01-01,2024-01-04,0.05
1220,Bailey Duran DDS,East,Tablet,3,300,2024-02-21,2024-02-23,0.0
1221,Courtney Mills,North,Laptop,1,850,2024-01-23,2024-01-30,0.05
1222,Jeremy Dalton,South,Laptop,2,850,2024-01-17,2024-01-18,0.05
1223,Elizabeth Oliver DDS,South,Tablet,1,300,2024-02-17,2024-02-18,0.15
1224,Theresa Clark,West,Mobile,5,400,2024-02-07,2024-02-08,0.15
1225,Matthew Moore,South,Tablet,1,300,2024-02-16,2024-02-23,0.1
1226,Benjamin Smith,South,Tablet,1,300,2024-01-04,2024-01-08,0.15
1227,Kirk Carter,East,Tablet,1,300,2024-02-01,2024-02-07,0.15
1228,Michael Warner,West,Laptop,3,850,2024-02-08,2024-02-10,0.0
1229,Michael Bradshaw,South,Mobile,5,400,2024-02-10,2024-02-15,0.1
1230,Lori Guerrero,East,Tablet,5,300,2024-01-19,2024-01-23,0.15
1231,Jessica Stephens,South,Tablet,1,300,2024-02-24,2024-03-01,0.05
1232,Susan Serrano,South,Mobile,2,400,2024-01-27,2024-01-30,0.15
1233,Christopher Parker,North,Mobile,1,400,2024-01-21,2024-01-25,0.1
1234,Laura Roberts,East,Mobile,2,400,2024-02-13,2024-02-17,0.0
1235,Michael Lyons,West,Laptop,1,850,2024-01-28,2024-01-29,0.1
1236,Kathryn Snyder,East,Tablet,1,300,2024-02-07,2024-02-12,0.1
1237,Andrew Reynolds,East,Mobile,3,400,2024-02-25,2024-03-02,0.15
1238,David Davis,West,Mobile,5,400,2024-01-20,2024-01-23,0.0
1239,Sara Johnston,North,Laptop,4,850,2024-01-15,2024-01-22,0.0
1240,Yvonne Chambers,West,Tablet,3,300,2024-01-08,2024-01-15,0.1
1241,Andrew Avila,North,Mobile,5,400,2024-02-19,2024-02-26,0.0
1242,Matthew Moon,North,Laptop,2,850,2024-01-18,2024-01-24,0.1
1243,Kevin Walters,South,Mobile,1,400,2024-01-12,2024-01-19,0.05
1244,Brandon Bailey MD,East,Laptop,2,850,2024-02-17,2024-02-23,0.0
1245,Shannon Rivera,South,Tablet,5,300,2024-01-14,2024-01-18,0.15
1246,Donna Landry,East,Mobile,2,400,2024-01-24,2024-01-27,0.1
1247,Krista Gibson,East,Laptop,2,850,2024-01-11,2024-01-18,0.0
1248,Frank Cordova,South,Mobile,4,400,2024-02-12,2024-02-16,0.15
1249,Jose Travis,North,Mobile,3,400,2024-01-14,2024-01-21,0.0
1250,Kimberly Gutierrez,North,Mobile,1,400,2024-01-19,2024-01-25,0.15
1251,Isaiah Avila,East,Laptop,2,850,2024-01-26,2024-01-31,0.0
1252,Olivia Harris,North,Laptop,3,850,2024-03-01,2024-03-03,0.05
1253,Tanya Kim,South,Mobile,3,400,2024-01-08,2024-01-09,0.15
1254,Barbara Dudley,North,Laptop,2,850,2024-01-25,2024-01-30,0.05
1255,Cynthia Moore,South,Laptop,4,850,2024-02-25,2024-03-02,0.0
1256,Kristen Davis,South,Laptop,4,850,2024-02-28,2024-02-29,0.1
1257,Susan Murray MD,North,Tablet,4,300,2024-02-15,2024-02-21,0.15
1258,Kathleen Moran,South,Laptop,4,850,2024-01-02,2024-01-05,0.05
1259,Denise Davenport,West,Tablet,3,300,2024-01-06,2024-01-10,0.0
1260,Mrs. Kristen Reyes,South,Mobile,5,400,2024-01-26,2024-01-31,0.0
1261,Katie Suarez,East,Mobile,3,400,2024-01-15,2024-01-18,0.05
1262,Desiree Tyler,North,Tablet,1,300,2024-02-03,2024-02-08,0.05
1263,Timothy Romero,North,Mobile,2,400,2024-01-16,2024-01-17,0.05
1264,Diane Evans,West,Laptop,2,850,2024-02-08,2024-02-10,0.0
1265,Yvonne Burns,North,Tablet,4,300,2024-01-30,2024-02-06,0.15
1266,Joshua Reed,South,Tablet,3,300,2024-01-10,2024-01-14,0.0
1267,Kimberly Gibson,North,Mobile,3,400,2024-02-20,2024-02-23,0.0
1268,Colin Terry,East,Tablet,1,300,2024-01-20,2024-01-24,0.15
1269,Cynthia Rowe,East,Laptop,3,850,2024-02-23,2024-02-26,0.0
1270,Patrick Thornton,East,Tablet,5,300,2024-02-02,2024-02-06,0.15
1271,Jasmin Alvarado,South,Mobile,5,400,2024-02-11,2024-02-13,0.1
1272,Veronica Simpson,North,Tablet,2,300,2024-01-04,2024-01-08,0.0
1273,Jonathan Lawrence,East,Tablet,1,300,2024-02-02,2024-02-08,0.05
1274,Shelly Alexander,North,Laptop,4,850,2024-01-29,2024-02-03,0.05
1275,Joyce Bowen,East,Mobile,3,400,2024-01-25,2024-01-29,0.1
1276,Matthew Moore,South,Tablet,3,300,2024-01-05,2024-01-08,0.0
1277,Wayne Morgan,North,Mobile,3,400,2024-02-16,2024-02-23,0.05
1278,Marie Christian,North,Laptop,5,850,2024-02-12,2024-02-14,0.1
1279,Shannon James,North,Tablet,4,300,2024-01-09,2024-01-14,0.0
1280,Nathan Malone,West,Tablet,4,300,2024-02-11,2024-02-18,0.1
1281,Amanda Jones,North,Tablet,5,300,2024-01-06,2024-01-12,0.15
1282,Tammie Bright,North,Laptop,3,850,2024-01-20,2024-01-22,0.05
1283,Jessica Garcia,East,Mobile,2,400,2024-01-15,2024-01-17,0.05
1284,Shelia Wallace,North,Mobile,1,400,2024-02-02,2024-02-09,0.0
1285,Stephanie Williams,West,Tablet,2,300,2024-02-08,2024-02-12,0.05
1286,Elaine Brooks,East,Laptop,5,850,2024-02-21,2024-02-23,0.15
1287,Joseph Knight,South,Mobile,3,400,2024-02-13,2024-02-19,0.05
1288,Carolyn Miller,West,Tablet,3,300,2024-02-18,2024-02-24,0.15
1289,Lisa Allen,West,Tablet,2,300,2024-01-20,2024-01-27,0.15
1290,Briana Murray,South,Mobile,5,400,2024-01-29,2024-02-02,0.1
1291,David Smith,West,Tablet,5,300,2024-01-27,2024-01-29,0.05
1292,Stephanie Byrd,East,Mobile,1,400,2024-02-11,2024-02-15,0.1
1293,Jeremy Reed,East,Tablet,5,300,2024-02-24,2024-02-25,0.1
1294,Margaret Coleman,South,Laptop,3,850,2024-01-29,2024-02-03,0.05
1295,Ryan Gonzalez,East,Laptop,2,850,2024-02-22,2024-02-26,0.1
1296,John Young,West,Mobile,1,400,2024-01-26,2024-01-31,0.1
1297,Laura Haney,North,Mobile,1,400,2024-01-24,2024-01-26,0.0
1298,William Barrett,East,Laptop,3,850,2024-02-20,2024-02-22,0.05
1299,Keith Jennings,South,Mobile,4,400,2024-02-14,2024-02-21,0.05
1300,Amber Obrien,North,Mobile,5,400,2024-01-01,2024-01-02,0.0
1301,Tanner Mitchell DDS,East,Laptop,2,850,2024-02-05,2024-02-11,0.15
1302,Heather Fields,West,Mobile,2,400,2024-01-20,2024-01-21,0.0
1303,Megan Le,South,Mobile,5,400,2024-01-30,2024-01-31,0.0
1304,Sara Fuller,West,Tablet,5,300,2024-01-02,2024-01-08,0.05
1305,Maria Parker,West,Mobile,4,400,2024-01-01,2024-01-06,0.1
1306,Kevin Oconnor,North,Tablet,4,300,2024-01-12,2024-01-18,0.0
1307,Edward Burgess,South,Laptop,5,850,2024-02-04,2024-02-09,0.0
1308,Carlos Ryan,North,Mobile,1,400,2024-02-10,2024-02-14,0.1
1309,Kiara Mcintyre,North,Tablet,1,300,2024-01-23,2024-01-30,0.0
1310,Dawn Summers,West,Laptop,1,850,2024-02-19,2024-02-24,0.1
1311,Dr. Paul Morgan,South,Laptop,3,850,2024-02-04,2024-02-07,0.05
1312,Victor Taylor,East,Tablet,4,300,2024-02-10,2024-02-12,0.05
1313,Shannon Ramsey,East,Tablet,4,300,2024-01-03,2024-01-06,0.05
1314,Tracy Ballard,South,Laptop,1,850,2024-01-21,2024-01-24,0.15
1315,Richard Smith,North,Mobile,1,400,2024-02-18,2024-02-24,0.05
1316,Jordan Chambers,North,Mobile,1,400,2024-02-25,2024-03-02,0.1
1317,Lauren Carson,South,Laptop,3,850,2024-01-28,2024-02-01,0.15
1318,Ashley Hall,North,Mobile,2,400,2024-02-01,2024-02-07,0.15
1319,Stephen Hoffman,East,Tablet,3,300,2024-02-21,2024-02-22,0.15
1320,Connie Brown,North,Mobile,5,400,2024-02-22,2024-02-24,0.1
1321,Susan Turner,North,Laptop,1,850,2024-01-21,2024-01-27,0.1
1322,Charles Shah,South,Mobile,5,400,2024-02-15,2024-02-19,0.05
1323,Johnathan Davis,South,Mobile,4,400,2024-01-03,2024-01-09,0.1
1324,Brandy Chavez,North,Mobile,1,400,2024-01-05,2024-01-11,0.15
1325,Natalie Bautista,South,Tablet,2,300,2024-03-01,2024-03-02,0.05
1326,Patrick Moore,North,Laptop,2,850,2024-01-05,2024-01-07,0.1
1327,Brett Burns,South,Mobile,5,400,2024-01-03,2024-01-08,0.05
1328,Trevor Johnson,West,Mobile,3,400,2024-01-29,2024-02-05,0.0
1329,Jeremy Sampson,West,Tablet,3,300,2024-01-26,2024-01-29,0.1
1330,Ariana Jennings,South,Laptop,1,850,2024-02-17,2024-02-19,0.15
1331,Vanessa Howard,South,Tablet,1,300,2024-01-17,2024-01-24,0.1
1332,Colton Martinez,West,Laptop,5,850,2024-01-19,2024-01-25,0.15
1333,Jordan Bates,West,Laptop,2,850,2024-02-24,2024-02-25,0.15
1334,Linda Smith,North,Tablet,4,300,2024-01-06,2024-01-13,0.1
1335,Dana Martinez,North,Tablet,1,300,2024-02-05,2024-02-10,0.1
1336,Andrea Hubbard,East,Laptop,2,850,2024-02-20,2024-02-23,0.05
1337,Daniel Kane,East,Laptop,2,850,2024-01-16,2024-01-23,0.15
1338,Charles Lester,West,Mobile,5,400,2024-02-06,2024-02-09,0.15
1339,Scott Thomas,South,Tablet,1,300,2024-01-05,2024-01-08,0.15
1340,David Thompson,West,Tablet,4,300,2024-02-19,2024-02-23,0.0
1341,Allison Smith,West,Mobile,1,400,2024-01-29,2024-02-02,0.1
1342,Cynthia Morris,South,Tablet,5,300,2024-01-12,2024-01-19,0.05
1343,Anthony Harmon,North,Tablet,1,300,2024-02-23,2024-02-24,0.05
1344,Nichole Alvarez,North,Laptop,2,850,2024-01-21,2024-01-27,0.05
